Block,Address,Latitude,Longitude
015XX N MILWAUKEE AVE,"01500 N MILWAUKEE AVE, Chicago, IL",41.908956300528146,-87.67534611184615
056XX N WINTHROP AVE,"05600 N WINTHROP AVE, Chicago, IL",41.9837155033521,-87.65800170697074
035XX N BELL AVE,"03500 N BELL AVE, Chicago, IL",41.94508374271453,-87.68459787763267
015XX W GEORGE ST,"01500 W GEORGE ST, Chicago, IL",41.93429751875457,-87.66618261226844
046XX S TRUMBULL AVE,"04600 S TRUMBULL AVE, Chicago, IL",41.80980955870551,-87.70983873644407
038XX S VINCENNES AVE,"03800 S VINCENNES AVE, Chicago, IL",41.825668615670445,-87.61217838983487
006XX W ROOSEVELT RD,"00600 W ROOSEVELT RD, Chicago, IL",41.86723047157925,-87.64240452844942
022XX N CENTRAL AVE,"02200 N CENTRAL AVE, Chicago, IL",41.92058599417163,-87.76587787373751
126XX S HALSTED ST,"12600 S HALSTED ST, Chicago, IL",41.665000600594915,-87.64160631371206
101XX S CARPENTER ST,"10100 S CARPENTER ST, Chicago, IL",41.710337968636395,-87.6490397682784
044XX N RACINE AVE,"04400 N RACINE AVE, Chicago, IL",41.96192296280802,-87.65954687431444
006XX N LOCKWOOD AVE,"00600 N LOCKWOOD AVE, Chicago, IL",41.8913187171793,-87.75794690316789
041XX S ROCKWELL ST,"04100 S ROCKWELL ST, Chicago, IL",41.81915599417161,-87.68972030824035
024XX N LAKEVIEW AVE,"02400 N LAKEVIEW AVE, Chicago, IL",41.92583299417163,-87.63915791701768
0000X E 75TH ST,"00000 E 75TH ST, Chicago, IL",41.75857467480166,-87.60555827211934
010XX E HYDE PARK BLVD,"01000 E HYDE PARK BLVD, Chicago, IL",41.80239584134754,-87.60126705377085
011XX W MARQUETTE RD,"01100 W MARQUETTE RD, Chicago, IL",41.77242337141589,-87.65195984260984
002XX E WALTON ST,"00200 E WALTON ST, Chicago, IL",41.900079773041746,-87.6242397583616
061XX N Springfield Ave,"06100 N Springfield Ave, Chicago, IL",41.992026170513945,-87.72644679140728
036XX N NEW ENGLAND AVE,"03600 N NEW ENGLAND AVE, Chicago, IL",41.94555213044609,-87.79843985209743
087XX S RIDGELAND AVE,"08700 S RIDGELAND AVE, Chicago, IL",41.735992509390925,-87.5817472191291
011XX E 83RD ST,"01100 E 83RD ST, Chicago, IL",41.74412859114623,-87.59742590506646
020XX N ORCHARD ST,"02000 N ORCHARD ST, Chicago, IL",41.91827452515372,-87.64619111747719
091XX S HARPER AVE,"09100 S HARPER AVE, Chicago, IL",41.729427000000015,-87.58677785209744
038XX W 46TH ST,"03800 W 46TH ST, Chicago, IL",41.809790460470744,-87.7189317485429
071XX S MORGAN ST,"07100 S MORGAN ST, Chicago, IL",41.76496746572221,-87.64927729381363
044XX S ROCKWELL ST,"04400 S ROCKWELL ST, Chicago, IL",41.81363874271452,-87.68954030824035
004XX S CLARK ST,"00400 S CLARK ST, Chicago, IL",41.87664841326679,-87.63074735209744
096XX S PERRY AVE,"09600 S PERRY AVE, Chicago, IL",41.71966878934157,-87.62620006789176
033XX S ABERDEEN ST,"03300 S ABERDEEN ST, Chicago, IL",41.834195161809674,-87.65351038484602
081XX S KIMBARK AVE,"08100 S KIMBARK AVE, Chicago, IL",41.747597245628725,-87.59299782656221
102XX S CARPENTER ST,"10200 S CARPENTER ST, Chicago, IL",41.70851899417161,-87.64899026827841
002XX S CANAL ST,"00200 S CANAL ST, Chicago, IL",41.87926326761892,-87.63964396850433
025XX W POTOMAC AVE,"02500 W POTOMAC AVE, Chicago, IL",41.90490365180175,-87.68961138506528
010XX N SPRINGFIELD AVE,"01000 N SPRINGFIELD AVE, Chicago, IL",41.899165994171625,-87.72379041038124
060XX N MASON AVE,"06000 N MASON AVE, Chicago, IL",41.99031858090484,-87.77665701252214
012XX S CHRISTIANA AVE,"01200 S CHRISTIANA AVE, Chicago, IL",41.86630358350684,-87.70935829225706
026XX W LITHUANIAN PLAZA CT,"02600 W LITHUANIAN PLAZA CT, Chicago, IL",41.768291460470756,-87.68846211226844
069XX S OGLESBY AVE,"06900 S OGLESBY AVE, Chicago, IL",41.76966613627445,-87.56826885541565
092XX S STONY ISLAND AVE,"09200 S STONY ISLAND AVE, Chicago, IL",41.72773103035462,-87.58549624923181
002XX N COLUMBUS DR,"00200 N COLUMBUS DR, Chicago, IL",41.886143161809684,-87.62069789653144
098XX S SEELEY AVE,"09800 S SEELEY AVE, Chicago, IL",41.71556127765285,-87.67348294455938
028XX W MC LEAN AVE,"02800 W MC LEAN AVE, Chicago, IL",41.91861987551213,-87.69731520383773
046XX W JACKSON BLVD,"04600 W JACKSON BLVD, Chicago, IL",41.87693151875457,-87.7404735
010XX N monitor ave,"01000 N monitor ave, Chicago, IL",41.898563077990644,-87.77161686652416
073XX S OAKLEY AVE,"07300 S OAKLEY AVE, Chicago, IL",41.760881329447756,-87.68063885209743
022XX N HAMLIN AVE,"02200 N HAMLIN AVE, Chicago, IL",41.920939172909236,-87.72184000019622
130XX S EVANS AVE,"13000 S EVANS AVE, Chicago, IL",41.65863328214582,-87.60344188023475
015XX W 113TH PL,"01500 W 113TH PL, Chicago, IL",41.68751751875457,-87.66025127699231
110XX S ESMOND ST,"11000 S ESMOND ST, Chicago, IL",41.693362224892965,-87.66725994340413
066XX S MORGAN ST,"06600 S MORGAN ST, Chicago, IL",41.774085136274465,-87.64951931934885
006XX W RANDOLPH ST,"00600 W RANDOLPH ST, Chicago, IL",41.884456493219325,-87.64315216763806
017XX W CATALPA AVE,"01700 W CATALPA AVE, Chicago, IL",41.98163048932418,-87.67255402553522
025XX N CALIFORNIA AVE,"02500 N CALIFORNIA AVE, Chicago, IL",41.92682299417163,-87.69750688484602
013XX E 48TH ST,"01300 E 48TH ST, Chicago, IL",41.80786649321934,-87.59473263918865
035XX N BELMONT HARBOR DR,"03500 N BELMONT HARBOR DR, Chicago, IL",41.947041186450875,-87.63997825134251
070XX S PAXTON AVE,"07000 S PAXTON AVE, Chicago, IL",41.76776699999999,-87.57146681934886
079XX S HARVARD AVE,"07900 S HARVARD AVE, Chicago, IL",41.750744072626816,-87.63312879154233
035XX N SHEFFIELD AVE,"03500 N SHEFFIELD AVE, Chicago, IL",41.94591451849263,-87.65434598699912
048XX N HAMLIN AVE,"04800 N HAMLIN AVE, Chicago, IL",41.968343291266955,-87.7231709154657
015XX E 54TH ST,"01500 E 54TH ST, Chicago, IL",41.79814768900266,-87.5889549036304
049XX S PRAIRIE AVE,"04900 S PRAIRIE AVE, Chicago, IL",41.80560741354515,-87.61955611965675
123XX S PERRY AVE,"12300 S PERRY AVE, Chicago, IL",41.670633456699754,-87.62488313268543
044XX N TRIPP AVE,"04400 N TRIPP AVE, Chicago, IL",41.96094447724432,-87.73425070680695
081XX S DOBSON AVE,"08100 S DOBSON AVE, Chicago, IL",41.74752541326677,-87.59904035209743
010XX N HOYNE AVE,"01000 N HOYNE AVE, Chicago, IL",41.89965345045877,-87.67964939205939
082XX S ADA ST,"08200 S ADA ST, Chicago, IL",41.744825968636405,-87.65725782656222
051XX W DIVERSEY AVE,"05100 W DIVERSEY AVE, Chicago, IL",41.93151329128668,-87.75419992206086
052XX N SPAULDING AVE,"05200 N SPAULDING AVE, Chicago, IL",41.97579417241817,-87.71117049966665
045XX W NORTH AVE,"04500 W NORTH AVE, Chicago, IL",41.90975652986307,-87.73893352553522
056XX N MOODY AVE,"05600 N MOODY AVE, Chicago, IL",41.982969358697524,-87.78170135869752
081XX S WENTWORTH AVE,"08100 S WENTWORTH AVE, Chicago, IL",41.74706607799067,-87.62944934098894
005XX N TRUMBULL AVE,"00500 N TRUMBULL AVE, Chicago, IL",41.890313415071134,-87.71255979557353
017XX N CLARK ST,"01700 N CLARK ST, Chicago, IL",41.91314351626231,-87.63291889177873
048XX N SPRINGFIELD AVE,"04800 N SPRINGFIELD AVE, Chicago, IL",41.96852932944776,-87.72563847977355
0000X W 71ST ST,"00000 W 71ST ST, Chicago, IL",41.7628596415444,-87.79703142584268
002XX N MICHIGAN AVE,"00200 N MICHIGAN AVE, Chicago, IL",41.88610732944775,-87.62457040706302
011XX N KARLOV AVE,"01100 N KARLOV AVE, Chicago, IL",41.90091199417162,-87.7287104031679
095XX S DORCHESTER AVE,"09500 S DORCHESTER AVE, Chicago, IL",41.72221350553266,-87.59069321546211
006XX W IRVING PARK RD,"00600 W IRVING PARK RD, Chicago, IL",41.95934461495053,-87.93447322370639
024XX N SEMINARY AVE,"02400 N SEMINARY AVE, Chicago, IL",41.925402501579384,-87.6561001396738
077XX S CHRISTIANA AVE,"07700 S CHRISTIANA AVE, Chicago, IL",41.75324096863639,-87.70616981934886
025XX N FAIRFIELD AVE,"02500 N FAIRFIELD AVE, Chicago, IL",41.926690839022505,-87.69631985734804
021XX N STAVE ST,"02100 N STAVE ST, Chicago, IL",41.91932925123487,-87.69435882214191
003XX N MICHIGAN AVE,"00300 N MICHIGAN AVE, Chicago, IL",41.88705179516995,-87.62457826496019
134XX S MARYLAND AVE,"13400 S MARYLAND AVE, Chicago, IL",41.651703,-87.60100728660026
001XX W LAKE ST,"00100 W LAKE ST, Chicago, IL",41.88582429383848,-87.63104772142314
065XX W FULLERTON AVE,"06500 W FULLERTON AVE, Chicago, IL",41.92374180557539,-87.78755186110615
045XX N HAZEL ST,"04500 N HAZEL ST, Chicago, IL",41.96365294237517,-87.65240971997302
046XX S ELLIS AVE,"04600 S ELLIS AVE, Chicago, IL",41.81117396863641,-87.601727845461
054XX W HENDERSON ST,"05400 W HENDERSON ST, Chicago, IL",41.94140646047075,-87.76187036081134
049XX N MANGO AVE,"04900 N MANGO AVE, Chicago, IL",41.97054489324235,-87.77217703378825
054XX W BERTEAU AVE,"05400 W BERTEAU AVE, Chicago, IL",41.95690251154119,-87.76238344463039
042XX S INDIANA AVE,"04200 S INDIANA AVE, Chicago, IL",41.81811241326679,-87.6214708815278
053XX S DR MARTIN LUTHER KING JR DR,"05300 S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.79821332944775,-87.61610785599257
035XX N KIMBALL AVE,"03500 N KIMBALL AVE, Chicago, IL",41.94473845301697,-87.71269715731026
073XX N HAMILTON AVE,"07300 N HAMILTON AVE, Chicago, IL",42.01414199999999,-87.68500696476991
082XX S FRANCISCO AVE,"08200 S FRANCISCO AVE, Chicago, IL",41.7441951618097,-87.6949278043452
053XX N RAVENSWOOD AVE,"05300 N RAVENSWOOD AVE, Chicago, IL",41.978231800998344,-87.67510891369946
019XX N WESTERN AVE,"01900 N WESTERN AVE, Chicago, IL",41.91593282653355,-87.68740936262901
009XX W 95TH ST,"00900 W 95TH ST, Chicago, IL",41.72151051875455,-87.64583327699232
076XX S PRAIRIE AVE,"07600 S PRAIRIE AVE, Chicago, IL",41.756371994171616,-87.61831727217354
097XX S Avenue L,"09700 S Avenue L, Chicago, IL",41.71940214210284,-87.53648734488407
013XX N LOREL AVE,"01300 N LOREL AVE, Chicago, IL",41.904065217498996,-87.7597604889131
008XX W EASTWOOD AVE,"00800 W EASTWOOD AVE, Chicago, IL",41.96650922754132,-87.65010097717315
024XX W 47TH ST,"02400 W 47TH ST, Chicago, IL",41.80850468014296,-87.68449463317889
064XX N RIDGE BLVD,"06400 N RIDGE BLVD, Chicago, IL",41.99824032056095,-87.67699435336684
051XX W BERENICE AVE,"05100 W BERENICE AVE, Chicago, IL",41.95066779680252,-87.75470478596532
027XX S CHRISTIANA AVE,"02700 S CHRISTIANA AVE, Chicago, IL",41.84251205245542,-87.7086494031679
008XX W RANDOLPH ST,"00800 W RANDOLPH ST, Chicago, IL",41.88449550043269,-87.64775167055225
073XX N SEELEY AVE,"07300 N SEELEY AVE, Chicago, IL",42.015169450682095,-87.6816997314104
001XX E 89TH ST,"00100 E 89TH ST, Chicago, IL",41.73281683475268,-87.62080621720642
050XX S WINCHESTER AVE,"05000 S WINCHESTER AVE, Chicago, IL",41.80292899417162,-87.67336782656221
034XX N HALSTED ST,"03400 N HALSTED ST, Chicago, IL",41.94376049125742,-87.64941088484602
011XX S CANAL ST,"01100 S CANAL ST, Chicago, IL",41.868417961725896,-87.63931794500307
023XX N GENEVA TER,"02300 N GENEVA TER, Chicago, IL",41.92372921375558,-87.64391346096754
014XX N WELLS ST,"01400 N WELLS ST, Chicago, IL",41.907743465722206,-87.63464735931079
017XX W 18TH ST,"01700 W 18TH ST, Chicago, IL",41.85778746047075,-87.66890002553522
011XX N HONORE ST,"01100 N HONORE ST, Chicago, IL",41.90145300000001,-87.67358885951559
043XX S PRINCETON AVE,"04300 S PRINCETON AVE, Chicago, IL",41.81633560211513,-87.63360531224612
025XX W BRADLEY PL,"02500 W BRADLEY PL, Chicago, IL",41.94947752769868,-87.69251169317329
057XX S CORNELL DR,"05700 S CORNELL DR, Chicago, IL",41.78215994344044,-87.5844605216725
019XX W DIVISION ST,"01900 W DIVISION ST, Chicago, IL",41.90324150432783,-87.67498117055226
053XX S JUSTINE ST,"05300 S JUSTINE ST, Chicago, IL",41.797556245628726,-87.66351035931079
034XX N SEELEY AVE,"03400 N SEELEY AVE, Chicago, IL",41.94326025023802,-87.6797189561297
061XX N KEDZIE AVE,"06100 N KEDZIE AVE, Chicago, IL",41.99258306691103,-87.70925680075592
021XX N LOCKWOOD AVE,"02100 N LOCKWOOD AVE, Chicago, IL",41.91867824562871,-87.75846987763266
003XX N LA SALLE DR,"00300 N LA SALLE DR, Chicago, IL",41.88818574271454,-87.63253737763266
035XX W FULLERTON AVE,"03500 W FULLERTON AVE, Chicago, IL",41.92465152986306,-87.71477336081135
026XX S TRIPP AVE,"02600 S TRIPP AVE, Chicago, IL",41.84412191300219,-87.73066458389559
111XX S LONGWOOD DR,"11100 S LONGWOOD DR, Chicago, IL",41.69159397530151,-87.67205557649011
070XX S PARNELL AVE,"07000 S PARNELL AVE, Chicago, IL",41.76683882653356,-87.63841879381363
014XX W 83RD ST,"01400 W 83RD ST, Chicago, IL",41.743219590066,-87.65848359006598
028XX W ARTHUR AVE,"02800 W ARTHUR AVE, Chicago, IL",41.99943131447345,-87.69978097075334
026XX W GREENLEAF AVE,"02600 W GREENLEAF AVE, Chicago, IL",42.00951971862738,-87.6950385664918
001XX W CERMAK RD,"00100 W CERMAK RD, Chicago, IL",41.853055720954046,-87.62942272095404
105XX S HAMLIN AVE,"10500 S HAMLIN AVE, Chicago, IL",41.70214754954125,-87.71588672831646
050XX W VAN BUREN ST,"05000 W VAN BUREN ST, Chicago, IL",41.87499656359886,-87.74928139889771
070XX S INDIANA AVE,"07000 S INDIANA AVE, Chicago, IL",41.76719113627445,-87.62019933045735
003XX S HAMLIN BLVD,"00300 S HAMLIN BLVD, Chicago, IL",41.876972161809675,-87.72073084488407
062XX N BROADWAY,"06200 N BROADWAY, Chicago, IL",41.994622106464575,-87.66047356251293
059XX S THROOP ST,"05900 S THROOP ST, Chicago, IL",41.786798639333696,-87.6571593606663
056XX S TRUMBULL AVE,"05600 S TRUMBULL AVE, Chicago, IL",41.79146299417161,-87.70966032656222
039XX W 16TH ST,"03900 W 16TH ST, Chicago, IL",41.85892146047076,-87.72277436081136
070XX S WESTERN AVE,"07000 S WESTERN AVE, Chicago, IL",41.76637116180967,-87.68332684488406
023XX W MADISON ST,"02300 W MADISON ST, Chicago, IL",41.88122248600598,-87.68422319608747
010XX N LA SALLE DR,"01000 N LA SALLE DR, Chicago, IL",41.900660214265116,-87.63287680492213
056XX W NEWPORT AVE,"05600 W NEWPORT AVE, Chicago, IL",41.94322682895526,-87.76674932895526
019XX W MELROSE ST,"01900 W MELROSE ST, Chicago, IL",41.94058194860021,-87.67602817272866
002XX N SANGAMON ST,"00200 N SANGAMON ST, Chicago, IL",41.88574065918175,-87.6510320324655
003XX S WELLS ST,"00300 S WELLS ST, Chicago, IL",41.87804706755602,-87.63382422092711
046XX N BROADWAY,"04600 N BROADWAY, Chicago, IL",41.96542041760649,-87.65756721444217
065XX S DREXEL AVE,"06500 S DREXEL AVE, Chicago, IL",41.776630407438404,-87.6034493154537
020XX N KEDVALE AVE,"02000 N KEDVALE AVE, Chicago, IL",41.917196228633394,-87.73028097777873
062XX S PAULINA ST,"06200 S PAULINA ST, Chicago, IL",41.78112372300768,-87.66669687763266
055XX S ALBANY AVE,"05500 S ALBANY AVE, Chicago, IL",41.793492415618246,-87.70116708744727
028XX W FLOURNOY ST,"02800 W FLOURNOY ST, Chicago, IL",41.872944878757316,-87.6961630935315
018XX N LINDER AVE,"01800 N LINDER AVE, Chicago, IL",41.91317113627446,-87.76315887763266
097XX S CHAPPEL AVE,"09700 S CHAPPEL AVE, Chicago, IL",41.71865282653357,-87.5740607682784
131XX S AVENUE N,"13100 S AVENUE N, Chicago, IL",41.65713883236194,-87.5387177682784
036XX S HOYNE AVE,"03600 S HOYNE AVE, Chicago, IL",41.828467097741566,-87.67771829470522
034XX S COTTAGE GROVE AVE,"03400 S COTTAGE GROVE AVE, Chicago, IL",41.83307326713402,-87.61141018767758
012XX W HENDERSON ST,"01200 W HENDERSON ST, Chicago, IL",41.94263226172109,-87.65971288735537
027XX S INDIANA AVE,"02700 S INDIANA AVE, Chicago, IL",41.84449032635153,-87.6221071151642
054XX N ST LOUIS AVE,"05400 N ST LOUIS AVE, Chicago, IL",41.979663471550595,-87.71610095221725
0000X E HURON ST,"00000 E HURON ST, Chicago, IL",41.894970345002385,-87.62203230722423
047XX W CHICAGO AVE,"04700 W CHICAGO AVE, Chicago, IL",41.89508750432784,-87.74368105689884
022XX N Lincoln Ave,"02200 N Lincoln Ave, Chicago, IL",41.92212394725612,-87.64417781017359
058XX N KOLMAR AVE,"05800 N KOLMAR AVE, Chicago, IL",41.98581247249798,-87.74194923726353
030XX W FILLMORE ST,"03000 W FILLMORE ST, Chicago, IL",41.868296453257386,-87.70108402553522
042XX S FRANCISCO AVE,"04200 S FRANCISCO AVE, Chicago, IL",41.81716699417163,-87.69696680102699
062XX S TROY ST,"06200 S TROY ST, Chicago, IL",41.78067229808414,-87.70200680102698
023XX W MONROE ST,"02300 W MONROE ST, Chicago, IL",41.87989948600597,-87.68412033527612
045XX S HERMITAGE AVE,"04500 S HERMITAGE AVE, Chicago, IL",41.81207324562871,-87.66874738484601
040XX N KEDZIE AVE,"04000 N KEDZIE AVE, Chicago, IL",41.95398935898796,-87.70809935898795
023XX N NEWCASTLE AVE,"02300 N NEWCASTLE AVE, Chicago, IL",41.921288717179294,-87.79702892538488
008XX S INDEPENDENCE BLVD,"00800 S INDEPENDENCE BLVD, Chicago, IL",41.87020471717929,-87.72027835599258
067XX S WOLCOTT AVE,"06700 S WOLCOTT AVE, Chicago, IL",41.77204652076352,-87.67132873003509
007XX N LARRABEE ST,"00700 N LARRABEE ST, Chicago, IL",41.894774015263444,-87.64294718114115
007XX N ROCKWELL ST,"00700 N ROCKWELL ST, Chicago, IL",41.893982245628706,-87.69176040648611
063XX S CALIFORNIA AVE,"06300 S CALIFORNIA AVE, Chicago, IL",41.77905550483101,-87.69347112725646
032XX W HADDON AVE,"03200 W HADDON AVE, Chicago, IL",41.9019430790185,-87.70680996858962
012XX W 108TH ST,"01200 W 108TH ST, Chicago, IL",41.697702511541195,-87.65243036081135
019XX N CLARK ST,"01900 N CLARK ST, Chicago, IL",41.9168353941082,-87.63515137526673
068XX S LAFLIN ST,"06800 S LAFLIN ST, Chicago, IL",41.770267658895506,-87.66157880102699
005XX N LAKE SHORE DR,"00500 N LAKE SHORE DR, Chicago, IL",41.892015543965194,-87.61471141319612
009XX N DRAKE AVE,"00900 N DRAKE AVE, Chicago, IL",41.897411717179295,-87.71516990316789
071XX N SIOUX AVE,"07100 N SIOUX AVE, Chicago, IL",42.01007212516597,-87.77894708938761
038XX W ARMITAGE AVE,"03800 W ARMITAGE AVE, Chicago, IL",41.9172395115412,-87.72189341909515
047XX N CLARENDON AVE,"04700 N CLARENDON AVE, Chicago, IL",41.96760313627445,-87.65010042148975
011XX N LAKE SHORE DR,"01100 N LAKE SHORE DR, Chicago, IL",41.90246747260162,-87.62454659589436
061XX N GLENWOOD AVE,"06100 N GLENWOOD AVE, Chicago, IL",41.99291924562871,-87.66523095755655
059XX S DR MARTIN LUTHER KING JR DR,"05900 S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.787287329447736,-87.61583980492213
003XX W CHESTNUT ST,"00300 W CHESTNUT ST, Chicago, IL",41.898268974352874,-87.63582440366316
037XX S DEARBORN ST,"03700 S DEARBORN ST, Chicago, IL",41.82541143460065,-87.62773759704595
057XX W RACE AVE,"05700 W RACE AVE, Chicago, IL",41.89012647157925,-87.76797244463039
044XX S EVANS AVE,"04400 S EVANS AVE, Chicago, IL",41.81491325035533,-87.60834195204255
0000X E CHICAGO AVE,"00000 E CHICAGO AVE, Chicago, IL",41.89677088752346,-87.62249094896724
116XX S CARPENTER ST,"11600 S CARPENTER ST, Chicago, IL",41.68303124562871,-87.64818829381363
014XX N AVERS AVE,"01400 N AVERS AVE, Chicago, IL",41.906483968636394,-87.72278937763267
012XX W NORTH AVE,"01200 W NORTH AVE, Chicago, IL",41.9108717901455,-87.65593193025181
042XX W 47TH ST,"04200 W 47TH ST, Chicago, IL",41.80782651154121,-87.72868302844941
034XX W WABANSIA AVE,"03400 W WABANSIA AVE, Chicago, IL",41.91197518678923,-87.711834615716
043XX N RICHMOND ST,"04300 N RICHMOND ST, Chicago, IL",41.95951107799064,-87.70213041759462
029XX N LINCOLN AVE,"02900 N LINCOLN AVE, Chicago, IL",41.934278300958425,-87.66125613997482
024XX S SPAULDING AVE,"02400 S SPAULDING AVE, Chicago, IL",41.84797496863641,-87.70761838484601
005XX N OGDEN AVE,"00500 N OGDEN AVE, Chicago, IL",41.89113891456238,-87.6591467997464
102XX S PRINCETON AVE,"10200 S PRINCETON AVE, Chicago, IL",41.708761491257434,-87.6307787682784
131XX S St LAWRENCE AVE,"13100 S St LAWRENCE AVE, Chicago, IL",41.65725177768482,-87.60763911936623
070XX S PRAIRIE AVE,"07000 S PRAIRIE AVE, Chicago, IL",41.76731696863641,-87.61855782656221
020XX S ALLPORT ST,"02000 S ALLPORT ST, Chicago, IL",41.8549880279464,-87.657601674936
005XX E 38TH PL,"00500 E 38TH PL, Chicago, IL",41.82489502983625,-87.61428465793014
001XX W 95TH ST,"00100 W 95TH ST, Chicago, IL",41.72177249321934,-87.62642116763806
043XX W 25TH ST,"04300 W 25TH ST, Chicago, IL",41.84600646047074,-87.73128386081135
036XX W FLOURNOY ST,"03600 W FLOURNOY ST, Chicago, IL",41.87270647489748,-87.71581319608748
025XX W WASHINGTON BLVD,"02500 W WASHINGTON BLVD, Chicago, IL",41.88301649321932,-87.68872311226845
044XX W MONROE ST,"04400 W MONROE ST, Chicago, IL",41.87972160946582,-87.73553386646478
071XX W ARMITAGE AVE,"07100 W ARMITAGE AVE, Chicago, IL",41.916289423131694,-87.80239866690914
043XX S WABASH AVE,"04300 S WABASH AVE, Chicago, IL",41.81637491035258,-87.62464937431444
071XX S CHAMPLAIN AVE,"07100 S CHAMPLAIN AVE, Chicago, IL",41.765754837023685,-87.6092775264813
033XX W 59TH ST,"03300 W 59TH ST, Chicago, IL",41.786290870999096,-87.70585324343537
041XX N MARMORA AVE,"04100 N MARMORA AVE, Chicago, IL",41.955039387731546,-87.77440790316788
006XX E 113TH ST,"00600 E 113TH ST, Chicago, IL",41.68922988234836,-87.60825587454893
074XX S INGLESIDE AVE,"07400 S INGLESIDE AVE, Chicago, IL",41.760288136274454,-87.60179885209743
003XX W 91ST PL,"00300 W 91ST PL, Chicago, IL",41.72733381584247,-87.63220227623631
014XX N KEATING AVE,"01400 N KEATING AVE, Chicago, IL",41.90651355975893,-87.74483815299155
043XX S OAKENWALD AVE,"04300 S OAKENWALD AVE, Chicago, IL",41.81685037134293,-87.59742878077188
055XX N CENTRAL AVE,"05500 N CENTRAL AVE, Chicago, IL",41.981238754371276,-87.76841796866505
069XX S PRINCETON AVE,"06900 S PRINCETON AVE, Chicago, IL",41.768212372574816,-87.6323585784067
086XX S MANISTEE AVE,"08600 S MANISTEE AVE, Chicago, IL",41.738957413266775,-87.55757030102698
014XX W WINONA ST,"01400 W WINONA ST, Chicago, IL",41.97545398211399,-87.66483517354114
027XX W BALMORAL AVE,"02700 W BALMORAL AVE, Chicago, IL",41.97950248600597,-87.69677408381902
070XX N RIDGE BLVD,"07000 N RIDGE BLVD, Chicago, IL",42.0090025346735,-87.68196778532518
015XX S LAWNDALE AVE,"01500 S LAWNDALE AVE, Chicago, IL",41.86063724562871,-87.71769784488407
050XX N MARINE DR,"05000 N MARINE DR, Chicago, IL",41.97340085264571,-87.65105474026167
055XX W WAVELAND AVE,"05500 W WAVELAND AVE, Chicago, IL",41.94777943493552,-87.76452433389115
020XX N SPAULDING AVE,"02000 N SPAULDING AVE, Chicago, IL",41.917420786048844,-87.71031040893199
048XX S DREXEL BLVD,"04800 S DREXEL BLVD, Chicago, IL",41.807609161809694,-87.60435837763266
042XX W IRVING PARK RD,"04200 W IRVING PARK RD, Chicago, IL",41.953624500432696,-87.7326342799065
009XX N HERMITAGE AVE,"00900 N HERMITAGE AVE, Chicago, IL",41.89858174854291,-87.67105694312983
035XX N ALBANY AVE,"03500 N ALBANY AVE, Chicago, IL",41.94479135908104,-87.70535885908103
002XX E 132ND ST,"00200 E 132ND ST, Chicago, IL",41.65567648626522,-87.61719601373477
066XX S KOMENSKY AVE,"06600 S KOMENSKY AVE, Chicago, IL",41.77303099417162,-87.72387680102699
015XX N LONG AVE,"01500 N LONG AVE, Chicago, IL",41.90774400000001,-87.76089044312982
134XX S HOUSTON AVE,"13400 S HOUSTON AVE, Chicago, IL",41.651712,-87.5483972682784
056XX S MICHIGAN AVE,"05600 S MICHIGAN AVE, Chicago, IL",41.79272396863641,-87.6224703593108
033XX W DOUGLAS BLVD,"03300 W DOUGLAS BLVD, Chicago, IL",41.862961464365874,-87.70818183527612
071XX S STATE ST,"07100 S STATE ST, Chicago, IL",41.765314100881426,-87.62496479916496
040XX W MONROE ST,"04000 W MONROE ST, Chicago, IL",41.87978151154118,-87.72582102844942
015XX S SPAULDING AVE,"01500 S SPAULDING AVE, Chicago, IL",41.86076380099834,-87.70798085209744
018XX S AVERS AVE,"01800 S AVERS AVE, Chicago, IL",41.856937658895504,-87.72117935209744
052XX N CLARK ST,"05200 N CLARK ST, Chicago, IL",41.976306450458765,-87.66844843591647
114XX S WATKINS AVE,"11400 S WATKINS AVE, Chicago, IL",41.6862667485513,-87.6654465198474
010XX N ST LOUIS AVE,"01000 N ST LOUIS AVE, Chicago, IL",41.89924665889549,-87.71401887763267
008XX W 59TH ST,"00800 W 59TH ST, Chicago, IL",41.787094642262886,-87.64506014226286
052XX N BROADWAY,"05200 N BROADWAY, Chicago, IL",41.97646738190318,-87.65989789595451
019XX S STATE ST,"01900 S STATE ST, Chicago, IL",41.85581405245543,-87.62718988210472
052XX N LIANO AVE,"05200 N LIANO AVE, Chicago, IL",41.97629132677031,-87.75991853737995
002XX E WACKER DR,"00200 E WACKER DR, Chicago, IL",41.88828837714485,-87.62228528329896
049XX W NEWPORT AVE,"04900 W NEWPORT AVE, Chicago, IL",41.94338451154118,-87.74965286081135
023XX N SAWYER AVE,"02300 N SAWYER AVE, Chicago, IL",41.92300721426511,-87.70909983767072
029XX W 86TH PL,"02900 W 86TH PL, Chicago, IL",41.73627149321934,-87.69485300291419
022XX S WOOD ST,"02200 S WOOD ST, Chicago, IL",41.85217328357525,-87.67096398542824
103XX S AVENUE O,"10300 S AVENUE O, Chicago, IL",41.70807618151653,-87.54016818293016
116XX S ASHLAND AVE,"11600 S ASHLAND AVE, Chicago, IL",41.68293680970752,-87.66160799977067
